setting_id,base_spread_rate,patch_effectiveness,intra_zone_degree,cross_zone_out_degree,identity_breach_multiplier,restore_rate_fraction,no_backup_restore_penalty,service_functional_fraction,false_positive_rate,legacy_fraction,isolation_success,detection_delay_steps,isolated_backup_traversal
fine_lhs_019,0.4223793501,0.633416857,2.242522289,2.356336643,1.772421218,0.00754877751,0.300382103,0.7219342478,0.000618184332,0.2298208285,0.4589565491,57.14638656,0.09924616692
fine_lhs_020,0.2633863815,0.4036997859,3.993312818,2.426705231,1.94824273,0.005206952181,0.4012304286,0.6001802377,0.001707873714,0.2039621722,0.7281581863,25.08933047,0.07796567827
fine_lhs_021,0.2514434794,0.8135606857,2.287261236,3.048288762,1.867338716,0.01242440753,0.2246978819,0.4679701763,0.0007175892594,0.1488361015,0.4464501945,95.25716735,0.03405476678
fine_lhs_022,0.05109147646,0.4752113485,2.98052453,2.164694325,1.134682654,0.02529142279,0.3504879584,0.5118069381,9.613428552e-05,0.114631262,0.4178321839,87.48485924,0.03917984921
fine_lhs_023,0.0573613984,0.3032747128,3.596874715,2.47236877,1.311280886,0.02038468602,0.3312707097,0.6661756718,0.000459540723,0.2565829132,0.4570404954,82.52706533,0.0625117344
fine_lhs_024,0.4896741999,0.4164552514,4.181442507,3.853910995,1.500976953,0.03903196337,0.257757472,0.4644825164,0.001859533842,0.1362529658,0.52761892,59.00359889,0.01701679215
fine_lhs_025,0.4436996838,0.7764778305,3.456487747,3.446185703,1.761416661,0.02454247209,0.1692408319,0.6878055873,0.001124192777,0.05231212919,0.3825501221,62.05644953,0.03995687302
fine_lhs_026,0.3901662321,0.3713280805,4.052604048,3.827226048,1.810497326,0.02764771447,0.2322148122,0.6473324072,0.001389407687,0.3340664107,0.4212481101,50.97060668,0.0724625809
fine_lhs_027,0.4696665438,0.6419512578,2.339296074,1.899871499,1.346228917,0.009190181161,0.1076412889,0.6858632087,0.0008899237087,0.179923784,0.9493163751,91.12276786,0.05662659446
fine_lhs_028,0.4822806519,0.5178146529,4.567108726,1.292951407,1.413769577,0.014043157,0.2162368377,0.5939875072,0.0001654736667,0.1065022283,0.5053640833,13.63572044,0.06707207011
fine_lhs_029,0.2166480546,0.5854410579,4.234013292,2.570513921,1.05022926,0.00955990939,0.2550422434,0.7266759955,0.001181200307,0.2362553923,0.4875328958,28.24900219,0.0922213749
fine_lhs_030,0.2665988366,0.5510997018,3.886707439,3.804954608,1.959920563,0.02255707879,0.1504724739,0.4882424045,0.001944002095,0.2613624004,0.3053814014,86.41552827,0.02967182117
fine_lhs_031,0.1402819848,0.7655107923,3.675118309,2.636412359,1.060774808,0.009970731791,0.1479557033,0.506395331,0.001295752291,0.2141295654,0.314068297,35.77783867,0.01467336678
fine_lhs_032,0.2996708102,0.7192147621,3.563896884,1.732108723,1.378017114,0.0111225542,0.2922763388,0.5146754621,0.0002720127011,0.0574856931,0.8473190223,66.28706039,0.06564705095
fine_lhs_033,0.2591381864,0.7100538036,3.495671153,1.126339294,1.837955111,0.007257552943,0.2791615179,0.7338981837,0.0009205253743,0.117687301,0.5340053344,58.76436567,0.05452066995
fine_lhs_034,0.4523240369,0.327133029,3.132094932,3.640353722,1.729818325,0.006399950856,0.1181452685,0.5910651511,0.0002106120124,0.1527279516,0.4659103526,80.31699076,0.0703464106
fine_lhs_035,0.3783775736,0.7919588879,4.349932856,1.032706984,1.865097042,0.01460147414,0.1777202172,0.6829892936,1.926549313e-05,0.1629907504,0.2920684388,31.17442736,0.09741781446
fine_lhs_036,0.2204268922,0.9481866218,3.870432958,1.361576902,1.00466721,0.0212212424,0.3635760823,0.5694210575,0.0003919206046,0.1304452152,0.5711532187,69.40699378,0.04189342811
fine_lhs_037,0.2075848145,0.9343198868,2.018258931,1.219274539,1.572260432,0.03823858147,0.1292403827,0.5338397411,0.0005518834948,0.2753308919,0.33789878,81.03320926,0.04555843534
fine_lhs_038,0.4242809733,0.9241218505,2.942045424,2.772584941,1.261257873,0.03386955692,0.3947872624,0.6959699811,0.001967396116,0.09220491577,0.9181377981,90.52189028,0.0794815463
fine_lhs_039,0.1297947492,0.6822235855,3.829412141,3.568755115,1.927621184,0.01811223033,0.2377812389,0.6743221432,0.001273934167,0.1414559895,0.5987396326,85.26098456,0.07446582713
fine_lhs_040,0.1914633414,0.4990602867,4.802141054,1.503314722,1.681488104,0.01707819318,0.2264908962,0.7255525331,0.0002329832128,0.251474184,0.68939645,75.32657689,0.0857171629
fine_lhs_041,0.3499553068,0.5593304781,2.850855117,1.8140744,1.29601741,0.005110411562,0.3902182722,0.7421396156,0.001759361253,0.2318850494,0.8107254589,89.06039676,0.02887029126
fine_lhs_042,0.3380502272,0.6555731164,4.927121854,2.963799491,1.117772956,0.004353926912,0.2606921086,0.7468781177,0.001878318394,0.1925345221,0.7756051244,43.39566453,0.005907851006
fine_lhs_043,0.4097667661,0.4467586258,3.709092976,3.181843036,1.470206468,0.008144799489,0.3604776597,0.6173220002,0.001932832755,0.3102529391,0.3724653291,76.46223596,0.09367659662
fine_lhs_044,0.3928648442,0.701318473,2.390572432,2.524529449,1.654915367,0.03097932882,0.2305882077,0.4869526963,0.001534615324,0.3212781842,0.517393454,29.45700429,0.08096003297
fine_lhs_045,0.1887967886,0.5976118371,3.095914178,2.118764111,1.671763159,0.0167931557,0.3051435688,0.4602159619,0.0005710534448,0.1941838715,0.8701789806,94.40215028,0.03503205233
fine_lhs_046,0.3652993885,0.8927206058,2.591221785,3.502508946,1.799982139,0.02218277952,0.3274816636,0.6244300954,0.0002611796988,0.3020345503,0.9410720508,41.40362819,0.002651816766
fine_lhs_047,0.4623493274,0.3527415732,3.438040396,3.732993677,1.338672237,0.0161108258,0.339040807,0.456379756,0.0001142776319,0.2168741754,0.8337205507,31.49374615,0.02041294659
fine_lhs_048,0.4569781358,0.8996859828,3.525152019,3.475487634,1.303921278,0.03321194679,0.2358703209,0.6923143687,0.001102551846,0.3306880504,0.5517111671,58.16928474,0.04999724677
fine_lhs_049,0.0811809124,0.381804295,2.131657495,1.181712224,1.520852417,0.003178049572,0.2134370596,0.5229061489,0.00166400256,0.1774402706,0.7201248195,32.19396785,0.02468786923
fine_lhs_050,0.4732420267,0.3217434119,2.101745635,3.965669369,1.478194572,0.0104215176,0.3472163563,0.5273529384,0.001825126548,0.07814504594,0.5414659103,56.13616865,0.08466060162
fine_lhs_051,0.3712141859,0.7450475106,3.913536035,3.13361105,1.633646284,0.0335894295,0.3860318029,0.6211866946,0.0005868438066,0.3497945063,0.6330253776,47.15917594,0.01992952706
fine_lhs_052,0.09098456557,0.8382010728,4.844225724,3.538021198,1.628283485,0.03687195118,0.2073658804,0.6161433364,0.001263436756,0.1831938822,0.5821048792,3.734323753,0.07005059584
fine_lhs_053,0.1744084428,0.770009166,3.789416664,3.249849024,1.672308026,0.0384837744,0.1558050044,0.6135296657,0.001306461067,0.06580663972,0.6680395794,9.501058529,0.0139787565
fine_lhs_054,0.3321773172,0.5093937328,3.744314254,2.021177267,1.486086833,0.03636229162,0.218814497,0.7192771032,0.001482518677,0.0602691333,0.6261553501,40.62755534,0.080364544
fine_lhs_055,0.282123602,0.851759317,2.614993384,3.263140697,1.164948209,0.03486467991,0.4387073281,0.5995535139,0.0007480502668,0.0843305253,0.7568750196,47.53723586,0.007911004513
fine_lhs_056,0.1496874014,0.3576220028,2.755991337,2.177093889,1.917899539,0.02644777089,0.4643829054,0.6354518387,0.001673447373,0.2470181048,0.286359036,73.41380765,0.00991736727
fine_lhs_057,0.3186911236,0.5913344324,2.311230789,3.602372173,1.314747176,0.02681405254,0.470283968,0.697850647,0.0004137548772,0.2944522997,0.8053505685,77.35856727,0.01091598567
fine_lhs_058,0.4970681105,0.7860433475,4.822596419,2.26225231,1.647836443,0.01484326035,0.1206451646,0.5839328167,0.001073270357,0.2263204269,0.4813675991,48.26742859,0.01608361541
fine_lhs_059,0.2244732816,0.4595381936,4.070030605,2.78239839,1.35216972,0.02736239341,0.144839447,0.6694647813,0.0009927540906,0.2397332179,0.765276394,65.12932754,0.06419872549
fine_lhs_060,0.2973189799,0.6099095896,4.704225528,2.600055692,1.49566044,0.00285815982,0.1946378361,0.4724190689,0.0010233892,0.2805228626,0.7044506884,21.49504162,0.06849356565
fine_lhs_061,0.1434766637,0.3180618751,4.625955696,2.905605704,1.370722242,0.02596984419,0.1800504241,0.5212927509,0.0008011358295,0.3468695314,0.3213299347,5.285548646,0.06895414991
fine_lhs_062,0.08587897295,0.6909237652,3.644805716,3.765449124,1.026819749,0.02860468397,0.2997052383,0.560054708,0.001915827723,0.07241457963,0.4910040138,3.185372999,0.0920185546
fine_lhs_063,0.2093864182,0.8684468343,3.630856485,1.533431497,1.235331526,0.01573204123,0.1594848174,0.5728642941,0.001340177315,0.3244944314,0.5094426361,92.5150433,0.008735549012
fine_lhs_064,0.1797010252,0.7993127507,3.067928348,1.592381124,1.612740273,0.02152903673,0.487619837,0.5300823548,0.001851015995,0.2188546559,0.749390803,74.07258039,0.02334763459
fine_lhs_065,0.4832122709,0.876243181,3.421724161,2.844912852,1.884500652,0.01869690279,0.4434779367,0.7155443518,0.001558825338,0.1373607531,0.2776772425,83.44345308,0.0181471699
fine_lhs_066,0.3552300493,0.6621160433,2.522432553,2.384278267,1.78199864,0.02086264036,0.3238787743,0.6190757787,0.0009788221155,0.3327178064,0.5216466426,8.687483901,0.001683259358
fine_lhs_067,0.4676853592,0.420564046,2.933657153,3.69365575,1.282738577,0.0152532864,0.1650952374,0.481521454,6.244684492e-05,0.3100371151,0.437066764,67.19038136,0.0065407318
fine_lhs_068,0.4061837831,0.3653531257,3.189553343,3.932929711,1.910569446,0.0306052023,0.1251722274,0.6584237572,0.001317428564,0.06901798017,0.7999302955,54.23870888,2.109926769e-05
fine_lhs_069,0.2925414386,0.8886084997,3.808875336,1.542458294,1.459397531,0.01844459438,0.4151596283,0.54143539,0.001797863014,0.1396397015,0.8167946454,49.20907283,0.08191805413
fine_lhs_070,0.1453189887,0.7489546635,3.964040542,1.85579106,1.512933681,0.02895631899,0.4450770489,0.4910413367,0.001058122975,0.3004982734,0.2980106759,79.08598474,0.05549112551
fine_lhs_071,0.4762563693,0.8827954989,4.490786879,2.814008011,1.384718751,0.006127738738,0.3912830622,0.540431569,0.0008610827232,0.3280370269,0.4076283263,50.01461845,0.0868620341
fine_lhs_072,0.3228743424,0.6781931053,2.656592371,2.220315086,1.031971474,0.01737566743,0.3579088958,0.5507218173,0.0005124032063,0.2086866735,0.4107854771,17.75435273,0.0258028087
fine_lhs_073,0.4594285352,0.312838364,3.590985613,3.006554337,1.437570392,0.03873579436,0.4545619787,0.4969862758,0.0008984857815,0.0997952434,0.6038728945,23.59468545,0.0382204629
fine_lhs_074,0.4445626794,0.8701183574,2.568505792,2.505905561,1.200024928,0.0164655139,0.2468633961,0.5009932389,0.00165023726,0.315720906,0.2690125139,45.86812559,0.02390483749
fine_lhs_075,0.1586761462,0.6261466356,4.314421458,2.649452509,1.99836432,0.01938853085,0.4563037352,0.5510087227,0.0006577481097,0.1866675866,0.7601085248,64.54649895,0.0130360483
fine_lhs_076,0.2958482469,0.8459579136,4.165368455,1.579995563,1.22884035,0.01026575795,0.424414667,0.6627988605,0.0004371864199,0.2140025368,0.4968637376,62.73661283,0.02766200751
fine_lhs_077,0.3261074729,0.5652793118,3.297624504,3.348705177,1.663306459,0.03170858839,0.2505578968,0.4630790653,0.0001443207035,0.123887856,0.9299663447,53.07396731,0.05966216727
fine_lhs_078,0.4949398724,0.5584852272,4.959097938,3.999372487,1.893068708,0.03024750554,0.4478074925,0.7389758864,0.001970635154,0.1453875216,0.6132738028,54.92692446,0.04378950451
fine_lhs_079,0.2558018897,0.3311310961,2.779602616,1.653707741,1.14108216,0.006664332432,0.4050799418,0.6555026911,0.0002370222636,0.2234530639,0.4483637657,16.37931358,0.03051256591
fine_lhs_080,0.3410419364,0.4963864689,2.882726623,2.727952607,1.192529804,0.03207921911,0.2011499901,0.7495092674,0.001690836524,0.314202311,0.9043260927,35.27342443,0.06765483314
fine_lhs_081,0.3135515617,0.6658476086,2.422970079,2.288824625,1.814673411,0.03281406589,0.1011134821,0.7018112974,0.0001386561718,0.2889935514,0.25684895,30.56359854,0.08365133518
fine_lhs_082,0.06928055982,0.8428077965,4.024412837,3.524599506,1.552585335,0.00403981742,0.4932873538,0.5867709194,0.001035893493,0.1577476562,0.8268524797,27.04194858,0.06146318928
fine_lhs_083,0.1356397954,0.4560476859,4.990992498,2.868291195,1.04593521,0.02546602706,0.3286610037,0.5388450283,0.001360165055,0.08787958443,0.8641301583,37.37285287,0.04866845318
fine_lhs_084,0.2332184793,0.67563729,2.732017501,2.034827928,1.266494559,0.02801746787,0.1977881603,0.6460078909,7.325053932e-05,0.2460704236,0.6209287278,95.9239147,0.07594957866
fine_lhs_085,0.2714913315,0.6988490607,2.356063711,3.579720968,1.156166968,0.0277668678,0.3541612237,0.5808382613,0.0003694691771,0.2008513209,0.4719260974,59.72858914,0.04755856466
fine_lhs_086,0.345200002,0.5407867181,2.546853636,2.440698373,1.834791016,0.03559370422,0.2884580795,0.7218145337,8.282893655e-06,0.3222400463,0.3697104526,13.08886467,0.09008507152
fine_lhs_087,0.1158771316,0.9441473536,2.065170701,3.653207407,1.187051406,0.009244196757,0.1657301033,0.4509827708,0.000386825393,0.1192480766,0.7226524791,90.15743693,0.04352460651
fine_lhs_088,0.3305922412,0.9051892129,4.870965605,3.064217771,1.20436072,0.02684318485,0.4525316709,0.5263218137,0.001157670791,0.0949205873,0.673982163,72.06869246,0.07135534196
fine_lhs_089,0.3053253141,0.4890942544,4.772422705,1.916500567,1.162594817,0.01140575895,0.3129210216,0.5477739819,0.001726372647,0.06687743225,0.8769486299,39.45615971,0.0299716686
fine_lhs_090,0.3758213561,0.4784949115,4.951227244,1.682383414,1.391414041,0.01314327191,0.3451588272,0.6649390178,0.0009237985372,0.1663979465,0.6480788647,17.34549026,0.03350785742
fine_lhs_091,0.4372834851,0.897294923,3.50854119,2.499532602,1.989310233,0.005590236601,0.4166484136,0.5705546867,0.0004381399756,0.2048590464,0.6655266322,61.15159216,0.05148283022
fine_lhs_092,0.08315685744,0.8228988985,2.185612404,3.314365492,1.132179575,0.01979675109,0.4604997114,0.743397625,0.001152757305,0.234604455,0.5757675599,22.25530584,0.01221983765
fine_lhs_093,0.2443069911,0.4688394559,2.188936322,2.66993819,1.11186692,0.00872857961,0.1234704877,0.6435470996,0.0003160216107,0.07601694246,0.4339384617,20.82745833,0.09677082914
fine_lhs_094,0.3138149615,0.4072374784,2.470926268,1.244060938,1.449896314,0.02195601089,0.4669474669,0.5438479868,0.0003515259687,0.240559597,0.7343233754,4.679262201,0.0477856738
fine_lhs_095,0.2476623459,0.3068107245,2.214859046,3.405611558,1.702394978,0.01214160401,0.156531907,0.4700563101,0.001998707703,0.293745937,0.3356900752,28.52855731,0.04467470435
fine_lhs_096,0.1980748431,0.615583693,3.387474209,3.290964439,1.366908565,0.03339216521,0.2687398631,0.7070050905,0.001746614442,0.1899919768,0.9266539243,42.03599008,0.05845667116
fine_lhs_097,0.4302048253,0.9278153202,4.114439627,3.718178896,1.279627403,0.03762545017,0.370973821,0.7365445111,0.001598209382,0.1218869539,0.8623533546,19.05773349,0.09433621067
fine_lhs_098,0.1222348776,0.8092165993,4.141394579,2.742862588,1.972466402,0.003709746513,0.3431199143,0.6904338962,0.001838277176,0.2554298473,0.7430671289,38.99643508,0.08617992066
fine_lhs_099,0.111355755,0.7380954293,4.43278857,2.070130367,1.738922708,0.02578402753,0.2957465109,0.6096863625,0.0008529303097,0.1999550298,0.7922391672,32.79625608,0.06353808775
fine_lhs_100,0.3673778776,0.5733560943,2.694714865,1.769279123,1.080426627,0.03432853933,0.3063224464,0.5651744063,0.0006331057742,0.1336306276,0.3551529682,63.59822465,0.03147659912
fine_lhs_101,0.1086071335,0.6204947117,3.364348291,1.661858746,1.09086778,0.02959100196,0.2094222395,0.5160450972,0.001565681721,0.1030204448,0.6092694596,80.00736929,0.03579155189
fine_lhs_102,0.4015003642,0.4841561455,4.884773617,1.981973608,1.177613023,0.01384237711,0.1839974062,0.5539864402,0.0006856643854,0.2977659939,0.9350519561,23.12239483,0.0500048732
fine_lhs_103,0.1330644642,0.805367547,2.990380923,1.323446879,1.540863417,0.002539593472,0.1430820414,0.4843083083,0.001774803791,0.08541850492,0.3266593898,44.49585198,0.07696869926
fine_lhs_104,0.4869737257,0.5264199258,2.160008053,2.301336066,1.822314167,0.03787197835,0.1035271381,0.6773014883,0.001391426113,0.170960083,0.3938975998,38.2145985,0.09826261894
fine_lhs_105,0.1608659664,0.7958771087,3.024150583,3.162028547,1.773825355,0.03216590525,0.4796817837,0.7320144138,0.0006034631687,0.07383671789,0.2992858357,71.74197721,0.003908310681
fine_lhs_106,0.2426391475,0.7238283568,2.651206377,2.562421268,1.102828486,0.03665248144,0.4764153881,0.4533017836,0.0005430978373,0.1480992582,0.5913281151,10.7911759,0.003824390321
fine_lhs_107,0.196564442,0.8608188966,4.725032038,1.775015834,1.075799368,0.01292766169,0.4965835295,0.7006278674,0.001586237176,0.2600543538,0.4763633883,42.95404761,0.02567540047
fine_lhs_108,0.09346170691,0.8542118176,2.800044217,1.420412275,1.585722869,0.03456439948,0.3810921021,0.57565947,0.0003395896221,0.222378207,0.9150306637,25.75780298,0.09502083378
fine_lhs_109,0.2132678637,0.5743589296,3.050584293,1.15838459,1.9367393,0.01769514195,0.2739337469,0.7082962545,0.001630641316,0.285935843,0.5591188854,76.01965612,0.07827785286
fine_lhs_110,0.1269149005,0.7294102127,3.15456673,2.896356818,1.845495442,0.03525705685,0.1854440572,0.6515010125,0.0004725974516,0.1545552738,0.7015525822,84.77577553,0.09865327335
fine_lhs_111,0.3628616244,0.7555474836,4.441078328,3.927223691,1.321808085,0.02306113604,0.3665878922,0.5097800548,0.001089117134,0.1093954579,0.2542281705,33.98521633,0.055133458
fine_lhs_112,0.4142645144,0.6958588175,4.686683282,2.330910458,1.710874017,0.02424021736,0.3991560768,0.5352324617,0.0002872840233,0.09774830377,0.8543330781,14.75010715,0.05901922097
fine_lhs_113,0.4490546548,0.5333014062,3.232090541,1.459042606,1.01816299,0.0325591701,0.4267776825,0.5016438241,0.0008175851899,0.2897617581,0.8994340891,53.81827627,0.0739623483
fine_lhs_114,0.1025286651,0.8290710517,3.98795469,1.114980216,1.588057179,0.01362915473,0.2484091908,0.6093101066,0.001192686873,0.339445952,0.8905222393,36.42455212,0.089818058
fine_lhs_115,0.2327788748,0.7787812699,2.276491979,1.053526938,1.430127172,0.02342872396,0.4873401971,0.6520742923,7.963834909e-05,0.2657364045,0.6980606159,18.65334015,0.005207403454
fine_lhs_116,0.203996602,0.4239981161,3.769353919,3.029836871,1.565572961,0.007060479299,0.1898555699,0.5824970618,0.001431432565,0.3037251712,0.3449388901,70.03479671,0.06180630749
fine_lhs_117,0.09629548266,0.654268849,3.124246712,1.007556907,1.255045988,0.03090048183,0.4330982318,0.5039671019,0.001210000936,0.1737137313,0.9083673067,86.71468351,0.0572572372
fine_lhs_118,0.4169179565,0.3892388466,4.520222622,1.268485875,1.532840714,0.0227979757,0.4972200573,0.5567648705,0.00150146118,0.1126058285,0.7417149132,68.79177247,0.03217974907
fine_lhs_119,0.1649512865,0.3961204368,3.731335577,3.379389417,1.607184765,0.006002715461,0.337170347,0.6400652415,0.001890799371,0.2720861261,0.6580696056,6.78974462,0.05307224084
fine_lhs_120,0.1710778288,0.3466858592,2.893557999,1.621849673,1.859249016,0.02855976212,0.4207393653,0.6284263236,0.001518527799,0.2525363336,0.8218866943,14.28927339,0.02188223932
fine_lhs_121,0.06553448903,0.4335495781,3.272615907,2.969714021,1.463057503,0.02917214343,0.4088937201,0.4766166493,0.0007314047659,0.1676408854,0.6298329522,65.973192,0.02166673546
fine_lhs_122,0.4334857501,0.9162828883,4.537852299,1.33073429,1.426771627,0.008602562748,0.3720675404,0.4587226461,0.0008408658357,0.1295856026,0.4303749426,44.11236099,0.02732138716
fine_lhs_123,0.3816879569,0.5227612099,2.036673407,1.473588146,1.714961983,0.02385844026,0.28227683,0.5965355514,0.001624489444,0.3424264959,0.3533530331,74.24614213,0.04067743571
fine_lhs_124,0.4042373005,0.3987216645,4.098450571,2.710326574,1.098190551,0.02008203264,0.3836653499,0.6808396041,0.001006179797,0.2426476864,0.3771340104,6.169080719,0.01782718837
fine_lhs_125,0.2364174566,0.5794918559,3.354882172,3.119679028,1.978770482,0.01262467114,0.4094871035,0.5192463682,0.0001906369722,0.2699466238,0.5455128979,88.03835166,0.07539750499
fine_lhs_126,0.1524795241,0.9394033955,3.211075004,3.865027007,1.966586242,0.03930748678,0.4352294719,0.7114316504,0.000529421853,0.06348175225,0.6385783382,52.0323141,0.001373192974
fine_lhs_127,0.2705483165,0.5037680707,4.378625584,1.840393019,1.724414501,0.02390728487,0.2629090881,0.6712613295,0.001226750674,0.2837272445,0.6848210477,45.62751465,0.0910338192
