medicare_id,attacked,attack_date,er_diversion,cancel_delay,threat_id,nearest_neighbor,origin_threat_id1,origin_threat_id2,origin_threat_id3,origin_threat_id4,origin_threat_id5,origin_threat_id6,origin_threat_id7
30121,0,,,,,0,,,,,,,
30122,0,,,,,0,,,,,,,
30123,0,,,,,0,,,,,,,
30130,0,,,,,0,,,,,,,
30134,0,,,,,0,,,,,,,
30137,0,,,,,0,,,,,,,
31300,0,,,,,0,,,,,,,
31301,0,,,,,0,,,,,,,
31302,0,,,,,0,,,,,,,
31304,0,,,,,0,,,,,,,
31305,0,,,,,0,,,,,,,
31307,0,,,,,0,,,,,,,
31308,0,,,,,0,,,,,,,
31309,0,,,,,0,,,,,,,
31311,0,,,,,0,,,,,,,
31312,0,,,,,0,,,,,,,
31313,0,,,,,0,,,,,,,
31314,0,,,,,0,,,,,,,
31315,0,,,,,0,,,,,,,
31317,0,,,,,0,,,,,,,
31318,0,,,,,0,,,,,,,
40001,0,,,,,0,,,,,,,
40002,0,,,,,0,,,,,,,
40004,0,,,,,0,,,,,,,
40007,0,,,,,0,,,,,,,
40010,0,,,,,0,,,,,,,
40011,0,,,,,0,,,,,,,
40014,0,,,,,0,,,,,,,
40015,0,,,,,0,,,,,,,
40016,0,,,,,0,,,,,,,
40017,0,,,,,0,,,,,,,
40018,0,,,,,0,,,,,,,
40019,0,,,,,0,,,,,,,
40020,0,,,,,0,,,,,,,
40022,0,,,,,0,,,,,,,
40026,0,,,,,0,,,,,,,
40027,0,,,,,0,,,,,,,
40029,0,,,,,0,,,,,,,
40036,0,,,,,0,,,,,,,
40039,0,,,,,0,,,,,,,
40041,0,,,,,0,,,,,,,
40047,0,,,,,0,,,,,,,
40050,0,,,,,0,,,,,,,
40051,0,,,,,0,,,,,,,
40055,0,,,,,0,,,,,,,
40062,0,,,,,0,,,,,,,
40067,0,,,,,0,,,,,,,
40069,0,,,,,0,,,,,,,
40071,0,,,,,0,,,,,,,
40072,0,,,,,0,,,,,,,
40076,0,,,,,0,,,,,,,
40078,0,,,,,0,,,,,,,
40084,0,,,,,0,,,,,,,
40085,0,,,,,0,,,,,,,
40088,0,,,,,0,,,,,,,
40114,0,,,,,0,,,,,,,
40118,0,,,,,0,,,,,,,
40119,0,,,,,0,,,,,,,
40137,0,,,,,0,,,,,,,
40153,0,,,,,0,,,,,,,
40154,0,,,,,0,,,,,,,
40156,0,,,,,0,,,,,,,
41300,0,,,,,0,,,,,,,
41302,0,,,,,0,,,,,,,
41303,0,,,,,0,,,,,,,
41304,0,,,,,0,,,,,,,
41305,0,,,,,0,,,,,,,
41306,0,,,,,0,,,,,,,
41307,0,,,,,0,,,,,,,
41308,0,,,,,0,,,,,,,
41309,0,,,,,0,,,,,,,
41310,0,,,,,0,,,,,,,
41311,0,,,,,0,,,,,,,
41312,0,,,,,0,,,,,,,
41313,0,,,,,0,,,,,,,
41314,0,,,,,0,,,,,,,
41316,0,,,,,0,,,,,,,
41317,0,,,,,0,,,,,,,
41318,0,,,,,0,,,,,,,
41320,0,,,,,0,,,,,,,
41321,0,,,,,0,,,,,,,
41322,0,,,,,0,,,,,,,
41323,0,,,,,0,,,,,,,
41324,0,,,,,0,,,,,,,
41326,0,,,,,0,,,,,,,
41327,0,,,,,0,,,,,,,
41328,0,,,,,0,,,,,,,
41329,0,,,,,0,,,,,,,
41330,0,,,,,0,,,,,,,
41331,0,,,,,0,,,,,,,
50002,0,,,,,0,,,,,,,
50006,0,,,,,0,,,,,,,
50007,0,,,,,0,,,,,,,
50008,0,,,,,0,,,,,,,
50009,0,,,,,0,,,,,,,
50013,0,,,,,0,,,,,,,
50014,0,,,,,0,,,,,,,
50016,0,,,,,0,,,,,,,
50017,0,,,,,0,,,,,,,
50022,0,,,,,0,,,,,,,
50024,0,,,,,0,,,,,,,
50025,0,,,,,1,248,188,248,248,188,248,248
50026,0,,,,,1,8,,,,,,
50028,0,,,,,0,,,,,,,
50030,0,,,,,1,139,,,,,,
50036,0,,,,,0,,,,,,,
50038,0,,,,,0,,,,,,,
50040,0,,,,,0,,,,,,,
50042,0,,,,,0,,,,,,,
50043,0,,,,,0,,,,,,,
50045,0,,,,,0,,,,,,,
50047,0,,,,,0,,,,,,,
50054,0,,,,,0,,,,,,,
50055,0,,,,,0,,,,,,,
50056,0,,,,,1,188,,,,,,
50057,0,,,,,0,,,,,,,
50058,0,,,,,0,,,,,,,
50060,0,,,,,0,,,,,,,
50067,0,,,,,0,,,,,,,
50069,0,,,,,0,,,,,,,
50070,0,,,,,0,,,,,,,
50071,0,,,,,0,,,,,,,
50072,0,,,,,0,,,,,,,
50073,0,,,,,0,,,,,,,
50075,0,,,,,0,,,,,,,
50076,0,,,,,0,,,,,,,
50078,0,,,,,0,,,,,,,
50082,0,,,,,0,,,,,,,
50084,0,,,,,0,,,,,,,
50089,0,,,,,0,,,,,,,
50090,0,,,,,0,,,,,,,
50091,0,,,,,0,,,,,,,
50093,0,,,,,0,,,,,,,
50096,0,,,,,0,,,,,,,
50099,0,,,,,0,,,,,,,
50100,0,,,,,0,,,,,,,
50101,0,,,,,0,,,,,,,
50102,0,,,,,0,,,,,,,
50103,0,,,,,0,,,,,,,
50104,0,,,,,0,,,,,,,
50107,0,,,,,0,,,,,,,
50108,0,,,,,0,,,,,,,
50110,0,,,,,0,,,,,,,
50112,0,,,,,0,,,,,,,
50113,0,,,,,0,,,,,,,
50115,0,,,,,0,,,,,,,
50116,0,,,,,0,,,,,,,
50118,0,,,,,0,,,,,,,
50121,0,,,,,0,,,,,,,
50122,0,,,,,0,,,,,,,
50124,0,,,,,0,,,,,,,
50125,0,,,,,0,,,,,,,
50126,0,,,,,0,,,,,,,
50127,0,,,,,0,,,,,,,
50128,0,,,,,0,,,,,,,
50129,0,,,,,0,,,,,,,
50131,0,,,,,0,,,,,,,
50132,0,,,,,0,,,,,,,
50133,0,,,,,0,,,,,,,
50135,0,,,,,0,,,,,,,
50136,0,,,,,0,,,,,,,
50137,0,,,,,0,,,,,,,
50138,0,,,,,1,21,3,,,,,
50139,0,,,,,0,,,,,,,
50140,0,,,,,0,,,,,,,
50145,0,,,,,0,,,,,,,
50149,0,,,,,0,,,,,,,
50150,0,,,,,0,,,,,,,
50152,0,,,,,0,,,,,,,
50153,0,,,,,0,,,,,,,
50158,0,,,,,0,,,,,,,
50159,0,,,,,0,,,,,,,
50167,0,,,,,0,,,,,,,
50168,0,,,,,0,,,,,,,
50169,0,,,,,0,,,,,,,
50174,0,,,,,0,,,,,,,
50179,0,,,,,0,,,,,,,
50180,0,,,,,0,,,,,,,
50189,0,,,,,0,,,,,,,
50191,0,,,,,0,,,,,,,
50192,0,,,,,0,,,,,,,
50194,0,,,,,0,,,,,,,
50195,0,,,,,0,,,,,,,
50196,0,,,,,0,,,,,,,
50197,0,,,,,0,,,,,,,
50205,0,,,,,0,,,,,,,
50211,0,,,,,0,,,,,,,
50222,0,,,,,0,,,,,,,
50224,0,,,,,0,,,,,,,
50226,0,,,,,0,,,,,,,
50228,0,,,,,0,,,,,,,
50230,0,,,,,0,,,,,,,
50231,0,,,,,0,,,,,,,
50232,0,,,,,0,,,,,,,
50234,0,,,,,0,,,,,,,
50235,0,,,,,0,,,,,,,
50236,0,,,,,0,,,,,,,
50238,0,,,,,0,,,,,,,
50239,0,,,,,0,,,,,,,
50242,0,,,,,0,,,,,,,
50243,0,,,,,0,,,,,,,
50245,0,,,,,0,,,,,,,
50248,0,,,,,0,,,,,,,
50254,0,,,,,0,,,,,,,
50257,0,,,,,0,,,,,,,
50261,0,,,,,0,,,,,,,
50262,0,,,,,0,,,,,,,
50272,0,,,,,0,,,,,,,
50276,0,,,,,0,,,,,,,
50278,0,,,,,0,,,,,,,
50279,0,,,,,0,,,,,,,
50280,0,,,,,0,,,,,,,
50281,0,,,,,0,,,,,,,
50283,0,,,,,0,,,,,,,
50289,0,,,,,0,,,,,,,
50290,0,,,,,0,,,,,,,
50291,0,,,,,0,,,,,,,
50292,0,,,,,0,,,,,,,
50295,0,,,,,0,,,,,,,
50296,0,,,,,0,,,,,,,
50298,0,,,,,0,,,,,,,
50300,0,,,,,0,,,,,,,
50301,0,,,,,0,,,,,,,
50305,0,,,,,0,,,,,,,
50308,0,,,,,0,,,,,,,
50309,0,,,,,0,,,,,,,
50313,0,,,,,0,,,,,,,
50315,0,,,,,0,,,,,,,
50320,0,,,,,0,,,,,,,
50327,0,,,,,0,,,,,,,
50334,0,,,,,0,,,,,,,
50335,0,,,,,0,,,,,,,
50336,0,,,,,0,,,,,,,
50342,0,,,,,0,,,,,,,
50348,0,,,,,0,,,,,,,
50350,0,,,,,0,,,,,,,
50351,0,,,,,0,,,,,,,
50352,0,,,,,0,,,,,,,
50353,0,,,,,0,,,,,,,
50357,0,,,,,0,,,,,,,
50360,0,,,,,0,,,,,,,
50367,0,,,,,0,,,,,,,
50373,0,,,,,0,,,,,,,
50376,0,,,,,0,,,,,,,
50378,0,,,,,0,,,,,,,
50380,0,,,,,0,,,,,,,
50382,0,,,,,0,,,,,,,
50390,0,,,,,0,,,,,,,
50393,0,,,,,0,,,,,,,
50394,0,,,,,0,,,,,,,
50396,0,,,,,0,,,,,,,
50407,0,,,,,0,,,,,,,
50411,0,,,,,0,,,,,,,
50414,0,,,,,0,,,,,,,
50417,0,,,,,0,,,,,,,
50423,0,,,,,0,,,,,,,
50425,0,,,,,0,,,,,,,
50426,0,,,,,0,,,,,,,
50438,0,,,,,0,,,,,,,
50441,0,,,,,0,,,,,,,
50444,0,,,,,0,,,,,,,
50454,0,,,,,0,,,,,,,
50455,0,,,,,0,,,,,,,
50457,0,,,,,0,,,,,,,
50464,0,,,,,0,,,,,,,
50468,0,,,,,0,,,,,,,
50471,0,,,,,0,,,,,,,
50481,0,,,,,0,,,,,,,
50485,0,,,,,0,,,,,,,
50488,0,,,,,0,,,,,,,
50492,0,,,,,0,,,,,,,
50496,0,,,,,0,,,,,,,
50498,0,,,,,0,,,,,,,
50506,0,,,,,0,,,,,,,
50510,0,,,,,0,,,,,,,
50512,0,,,,,0,,,,,,,
50515,0,,,,,0,,,,,,,
50516,0,,,,,0,,,,,,,
50517,0,,,,,1,4,4,,,,,
50523,0,,,,,0,,,,,,,
50526,0,,,,,0,,,,,,,
50528,0,,,,,0,,,,,,,
50534,0,,,,,0,,,,,,,
50537,0,,,,,0,,,,,,,
50541,0,,,,,0,,,,,,,
50549,0,,,,,0,,,,,,,
50551,0,,,,,0,,,,,,,
50552,0,,,,,0,,,,,,,
50557,0,,,,,0,,,,,,,
50561,0,,,,,0,,,,,,,
50567,0,,,,,0,,,,,,,
50568,0,,,,,0,,,,,,,
50570,0,,,,,0,,,,,,,
50573,0,,,,,0,,,,,,,
50580,0,,,,,0,,,,,,,
50581,0,,,,,0,,,,,,,
50588,0,,,,,0,,,,,,,
50589,0,,,,,0,,,,,,,
50590,0,,,,,0,,,,,,,
50597,0,,,,,0,,,,,,,
50599,0,,,,,0,,,,,,,
50603,0,,,,,0,,,,,,,
50604,0,,,,,0,,,,,,,
50608,0,,,,,0,,,,,,,
50609,0,,,,,1,188,,,,,,
50616,0,,,,,0,,,,,,,
50624,0,,,,,0,,,,,,,
50625,0,,,,,0,,,,,,,
50633,0,,,,,0,,,,,,,
50636,0,,,,,0,,,,,,,
50641,0,,,,,0,,,,,,,
50663,0,,,,,0,,,,,,,
50674,0,,,,,0,,,,,,,
50677,0,,,,,0,,,,,,,
50678,0,,,,,0,,,,,,,
50684,0,,,,,0,,,,,,,
50686,0,,,,,0,,,,,,,
50688,0,,,,,0,,,,,,,
50689,0,,,,,0,,,,,,,
50690,0,,,,,0,,,,,,,
50704,0,,,,,0,,,,,,,
50710,0,,,,,0,,,,,,,
50722,0,,,,,0,,,,,,,
50723,0,,,,,0,,,,,,,
50724,0,,,,,0,,,,,,,
50735,0,,,,,0,,,,,,,
50736,0,,,,,0,,,,,,,
50737,0,,,,,0,,,,,,,
50738,0,,,,,0,,,,,,,
50739,0,,,,,0,,,,,,,
50740,0,,,,,0,,,,,,,
50742,0,,,,,0,,,,,,,
50744,0,,,,,0,,,,,,,
50745,0,,,,,0,,,,,,,
50746,0,,,,,0,,,,,,,
50747,0,,,,,0,,,,,,,
50748,0,,,,,0,,,,,,,
50751,0,,,,,0,,,,,,,
50752,0,,,,,0,,,,,,,
50755,0,,,,,0,,,,,,,
50758,0,,,,,0,,,,,,,
50760,0,,,,,0,,,,,,,
50761,0,,,,,0,,,,,,,
50763,0,,,,,0,,,,,,,
50764,0,,,,,0,,,,,,,
50765,0,,,,,0,,,,,,,
50767,0,,,,,0,,,,,,,
50770,0,,,,,1,188,,,,,,
50771,0,,,,,0,,,,,,,
50772,0,,,,,0,,,,,,,
50773,0,,,,,0,,,,,,,
50776,0,,,,,0,,,,,,,
50777,0,,,,,0,,,,,,,
50779,0,,,,,0,,,,,,,
51300,0,,,,,0,,,,,,,
51301,0,,,,,0,,,,,,,
51302,0,,,,,0,,,,,,,
51303,0,,,,,0,,,,,,,
51304,0,,,,,0,,,,,,,
51305,0,,,,,0,,,,,,,
51306,0,,,,,0,,,,,,,
51307,0,,,,,0,,,,,,,
51308,0,,,,,0,,,,,,,
51309,0,,,,,0,,,,,,,
51310,0,,,,,0,,,,,,,
51311,0,,,,,0,,,,,,,
51312,0,,,,,0,,,,,,,
51314,0,,,,,0,,,,,,,
51315,0,,,,,0,,,,,,,
51316,0,,,,,0,,,,,,,
51317,0,,,,,0,,,,,,,
51318,0,,,,,0,,,,,,,
51319,0,,,,,0,,,,,,,
51320,0,,,,,0,,,,,,,
51321,0,,,,,0,,,,,,,
51323,0,,,,,0,,,,,,,
