problem,candidate,x1,x2,x3,x4,objective_1,objective_2,nominal_efficient
RE21,22,2.251040467,1.617961319,2.338007675,2.996135122,2263.08268,0.02094387722,False
RE21,23,2.741594214,1.635512262,1.597834938,2.750207051,2362.082812,0.01415941276,False
RE21,24,2.431143284,2.255903731,1.866782601,1.986814888,2281.146727,0.01567948738,False
RE21,25,2.714337625,1.641550576,1.602612085,2.956450121,2394.514324,0.0137145092,False
RE21,26,2.166866172,2.170432803,1.888526115,1.100810996,1975.64708,0.02545306739,False
RE21,27,1.862381042,1.814172946,2.310290555,1.573645912,1876.799996,0.02679627183,False
RE21,28,2.16306123,1.829555941,2.280499963,1.162126965,1917.152936,0.02951295366,False
RE21,29,2.462894569,1.478886149,1.629180877,1.56106696,1970.942129,0.0226966263,False
RE21,30,1.970097569,1.632186264,2.359770267,2.571469343,2071.215762,0.02327247921,False
RE21,31,1.441173106,1.747600065,1.669993344,2.803804932,1889.982616,0.02025862658,False
RE21,32,2.011304512,2.628437881,2.707299857,2.60211705,2397.457204,0.01794330188,False
RE21,33,1.543514668,1.67755742,2.352098518,1.945236088,1787.669032,0.02807423671,False
RE21,34,2.586383237,1.620219986,2.041699811,1.191893319,2016.975497,0.02811659174,False
RE21,35,1.00269558,2.114707125,2.464057198,2.380671891,1789.288423,0.03024351329,False
RE21,36,2.520526952,2.943671717,2.667282075,2.009347151,2569.31262,0.01689267637,False
RE21,37,1.077167653,2.548386175,2.993142209,1.708626574,1839.398834,0.03192172317,False
RE21,38,1.430603415,2.912937519,1.48190434,2.139141257,2067.439753,0.01395310489,True
RE21,39,1.970969316,2.401584992,2.012334215,2.643910501,2280.154173,0.01543372497,False
RE21,40,2.034091024,2.63472694,2.693313109,1.250407078,2137.15747,0.02606070932,False
RE21,41,2.015884805,2.684068466,2.923944862,1.044877441,2116.489543,0.02992671212,False
RE21,42,2.180444752,2.38224337,2.743158683,1.389681303,2155.164013,0.02512634542,False
RE21,43,2.535956507,1.83168745,2.019504368,2.312425442,2279.165671,0.0179715943,False
RE21,44,1.619536757,2.198781544,2.045494163,2.22018782,1999.80315,0.02039347041,False
RE21,45,2.351332788,2.346115554,1.850436211,2.147850793,2305.74644,0.01458804467,False
RE21,46,2.148515738,2.446691143,2.029089063,1.990582323,2234.443714,0.01697688262,False
RE21,47,2.454269486,1.612903763,2.091598744,1.02763787,1932.680656,0.03162461558,False
RE21,48,1.341736842,1.79711972,2.163606295,2.824482865,1904.07757,0.0246529192,False
RE21,49,1.784608714,2.169429002,1.511057805,2.867201635,2146.741178,0.01250184516,True
RE21,50,1.017692446,2.007738458,2.965530848,1.55005889,1629.377283,0.03710499003,False
RE21,51,1.250446733,2.664352942,1.893738666,1.993782778,1927.754417,0.02170560122,False
RE21,52,2.478107489,2.213065717,1.938279025,1.158903625,2127.41741,0.02351648265,False
RE21,53,1.285126333,2.317266097,2.713924603,2.315102846,1961.9728,0.02598556957,False
RE21,54,2.897047426,2.932078884,2.570222708,2.603498764,2829.474151,0.01322744185,False
RE21,55,2.828832601,1.603131964,2.736281701,1.853129875,2286.427409,0.02516898532,False
RE21,56,2.79222083,1.502230227,1.95362939,1.740521225,2169.432035,0.02300394673,False
RE21,57,1.065998072,1.831074363,2.370125162,2.021193741,1656.448233,0.03217005839,False
RE21,58,2.535472227,1.981313041,1.516829727,1.61311305,2143.530738,0.01591501738,False
RE21,59,1.297069263,2.005155744,2.747862386,2.041080335,1825.721013,0.02903069158,False
RE21,60,1.062681467,2.803709855,1.669086257,2.78919299,2034.306328,0.01913304569,False
RE21,61,1.63490549,2.921058993,1.55514583,1.411723325,2011.918082,0.01789555123,False
RE21,62,2.541966056,2.987472095,1.896205886,1.164066032,2369.989923,0.0196004637,False
RE21,63,2.033274134,2.321885819,2.260510608,2.454720331,2261.682094,0.01765317668,False
RE21,64,2.040595335,2.116762241,2.834937017,1.985467795,2148.787891,0.02325926175,False
RE21,65,1.950150686,2.988861728,1.611957202,1.064461901,2092.256166,0.02096113893,False
RE21,66,2.155696143,2.007943446,2.590707054,2.192647485,2190.653595,0.02156774025,False
RE21,67,2.364610293,2.855908188,2.111140612,1.458381331,2335.888495,0.01867803693,False
RE21,68,2.203889371,2.518285739,2.950064415,2.485743754,2434.4983,0.01876462566,False
RE21,69,1.183846747,2.830931433,2.970432954,2.644957896,2147.937484,0.02492485382,False
RE21,70,1.728156185,1.573272457,1.739526665,2.574022395,1914.837836,0.02106120341,False
RE21,71,2.24662714,2.875990001,1.847047725,2.307324345,2445.380806,0.01209167093,True
RE21,72,1.537930366,2.120152047,1.523438182,1.269876752,1715.672329,0.02352865304,True
RE21,73,2.147371452,2.206699643,2.608443763,2.606664473,2327.443933,0.01896045612,False
RE21,74,1.457231518,2.223098211,2.001859789,2.553258571,2005.305638,0.02015169225,False
RE21,75,1.502679019,2.757501677,1.46266476,1.673095438,1957.511305,0.01618316792,True
RE21,76,2.949143621,2.291802723,2.304882342,1.748100954,2481.134117,0.01829265138,False
RE21,77,1.95764889,2.280916044,2.223741054,2.885214806,2303.487264,0.01682940066,False
RE21,78,1.194137099,1.787430774,2.237597422,1.092233274,1500.835282,0.03824311897,True
RE21,79,2.137289065,2.064750255,1.654713966,1.520698655,2000.326291,0.01911499027,False
RE21,80,1.673927718,2.866608978,2.334696525,1.344142333,2054.793288,0.02457937583,False
RE21,81,1.772005475,2.043083662,2.26841169,1.28960238,1845.818936,0.02817045976,False
RE21,82,2.995741622,1.51495379,2.464772958,2.978727868,2536.52777,0.02058506793,False
RE21,83,1.817950313,1.990660677,1.844034135,1.021238937,1766.062215,0.02945568274,False
RE21,84,2.26412266,1.613975687,2.003907276,2.873626394,2219.994468,0.0192033254,False
RE21,85,1.930070964,2.436239715,2.684700166,1.659298487,2120.661826,0.02349005036,False
RE21,86,1.423333354,1.492371276,2.662260315,2.675880899,1852.944549,0.02985410948,False
RE21,87,2.76555642,2.572147817,2.48003763,1.399427276,2428.583993,0.02111496658,False
RE21,88,2.296570304,2.696523353,2.823306466,2.406081254,2498.590304,0.01749193475,False
RE21,89,2.035534338,2.563909739,2.789619215,1.750533625,2223.546709,0.02214309747,False
RE21,90,2.892802878,2.676443408,1.8019427,2.166646291,2615.935842,0.01101587989,True
RE21,91,2.270946395,1.510597159,2.8251105,1.183664535,1908.534164,0.03441574114,False
RE21,92,1.994984321,1.808582949,1.744907823,2.275518034,2028.83176,0.01824365411,False
RE21,93,1.761869651,1.517689512,2.06734051,2.56757336,1935.094935,0.02409595847,False
RE21,94,1.339696465,2.916461471,2.801950662,2.178319107,2131.222845,0.02371379979,False
RE21,95,1.216788446,1.613916664,2.409952272,1.963858936,1646.452152,0.03240953378,False
RE21,96,1.607896848,2.125037134,1.730483835,1.320879422,1771.481602,0.02454533052,False
RE21,97,2.138280747,2.407997701,1.946291738,2.843806721,2384.177365,0.0135997162,False
RE21,98,1.490962254,1.625373911,2.906222578,1.807256296,1758.514261,0.0321500419,False
RE21,99,1.47238569,2.275016857,1.99085572,1.894139379,1893.449464,0.02236774464,False
RE21,100,1.309604131,2.713656503,1.912528612,2.233105793,2014.589179,0.01986192392,False
RE21,101,2.054790377,2.644631819,1.533515599,1.511118135,2119.825009,0.01521948914,False
RE21,102,2.239896787,2.3222068,2.472700302,1.252981619,2117.870751,0.02563220275,False
RE21,103,2.550312255,2.799993567,2.589412434,2.340261872,2601.968079,0.01556673171,False
RE21,104,2.708438322,1.673344909,2.368848479,1.093575824,2083.205185,0.03063569679,False
RE21,105,1.105290709,2.193472322,1.67991165,1.360837075,1593.914172,0.02884960964,True
RE21,106,2.111751622,1.985556452,2.648745649,2.261759602,2184.15209,0.02188012898,False
RE21,107,2.214500585,1.851392154,2.758639419,2.554389808,2252.514021,0.02188536037,False
RE21,108,1.364637997,2.431991199,1.946354091,1.804553323,1873.660441,0.0228371396,False
RE21,109,1.396716719,2.978590792,1.685526667,2.005209685,2061.856993,0.01700849918,False
RE21,110,2.431241002,1.688908652,2.172160558,2.934509155,2331.858765,0.01876750951,False
RE21,111,1.257442465,1.916691798,1.703698887,1.290260465,1564.20302,0.02956117967,True
RE21,112,1.177408709,1.654195602,2.70625798,1.267917525,1521.438322,0.0394074243,False
RE21,113,2.520778186,1.816888802,1.80568496,2.27738464,2246.433514,0.01661946932,False
RE21,114,1.589485883,2.386771144,2.738974148,2.54169937,2150.211979,0.02197527599,False
RE21,115,1.345542105,2.782087525,1.780300657,1.472670408,1886.499921,0.02272387646,False
RE21,116,2.40518225,1.510473611,2.205571531,1.300409123,1946.404512,0.02959657569,False
RE21,117,2.853469525,2.164890627,2.806380556,1.939574716,2476.671395,0.0203069799,False
RE21,118,2.302348484,1.758093977,2.984900204,1.788628667,2121.466471,0.02648077999,False
RE21,119,1.04263765,2.815275488,2.716195933,2.684770773,2079.907084,0.02626506779,False
RE21,120,1.392152944,1.804124955,1.756723203,2.149860265,1762.199697,0.02324613951,True
RE21,121,2.65190877,1.690721992,2.161196769,1.503662397,2133.72457,0.02448438495,False
RE21,122,1.642040542,1.467217463,1.812360218,1.944842894,1730.02442,0.02613474635,False
RE21,123,1.701656629,1.922160447,1.541110511,1.697829389,1812.180548,0.01989465754,True
RE21,124,1.27351499,2.773320289,1.535565057,1.065796507,1754.814568,0.02624912269,False
RE21,125,2.333496556,1.429224576,2.650564215,1.661220277,1995.499503,0.02972907552,False
RE21,126,1.573559875,2.814161215,2.659603854,2.999673634,2351.489507,0.01879335112,False
RE21,127,2.605557268,1.984642058,2.585768651,1.796615477,2284.494054,0.02212107831,False
RE22,0,10.17885517,1.909603483,33.01863928,,339.7695051,281.4157366,False
RE22,1,8.535952665,0.7975512369,5.149689491,,249.4242847,823.5211614,False
RE22,2,3.36267004,16.97529627,12.6694118,,229.2942113,142.0957908,False
RE22,3,0.6726053337,12.65519138,2.734907923,,38.9944699,178.5393068,True
RE22,4,13.69015231,13.2790834,37.83266626,,713.0298784,0,False
RE22,5,9.456241794,3.133919026,18.21183732,,312.9566541,230.9771214,False
RE22,6,6.643273061,19.58805391,22.12861178,,454.1138643,51.15228908,False
RE22,7,8.75219238,0.3607250769,32.99754364,,262.6278249,1600.012856,False
RE22,8,2.927199236,16.24480546,22.16747833,,304.2638237,117.7829349,False
RE22,9,6.81217654,4.737058233,24.93999338,,264.9253206,87.78872784,False
RE22,10,9.760994007,8.439761147,15.93076638,,374.6711179,112.3418493,False
RE22,11,14.80329739,13.61441851,18.63986647,,593.2625659,28.23522605,False
RE22,12,14.78897515,1.785056589,36.24768059,,479.8224966,627.5600622,False
RE22,13,14.48603108,15.56414681,17.57238556,,575.6995132,31.39380464,False
RE22,14,14.01424802,6.285480876,2.519556557,,421.1019747,385.9265284,False
RE22,15,11.0633786,5.03903001,28.57975154,,411.5725354,53.34851007,False
RE22,16,6.286998561,8.227879722,35.35302642,,360.3362695,0.2967359285,True
RE22,17,8.977243752,17.37333937,8.350269131,,351.6432356,140.9105929,False
RE22,18,14.59499655,13.3164298,33.56248386,,709.1594761,0,False
RE22,19,10.22373674,6.948122583,5.90648106,,326.5613727,236.7581839,False
RE22,20,9.238446416,6.971115921,32.06480582,,398.716487,0.5996661341,False
RE22,21,8.842449918,16.80644248,29.60495632,,554.0183974,0,False
RE22,22,5.704373111,10.49034028,38.65843901,,411.492108,0,True
RE22,23,14.20319562,15.48347116,30.45699535,,694.5480055,0,False
RE22,24,3.95080325,11.80789377,36.22667733,,372.7864545,47.12535823,False
RE22,25,1.016159694,19.98841561,28.76013003,,374.3216593,151.6268441,False
RE22,26,14.81515421,0.3097442899,2.602899757,,441.48374,5764.107533,False
RE22,27,0.4921254444,16.67262116,39.4979476,,408.0565902,162.7107207,False
RE22,28,12.23142459,18.07109876,2.379428998,,378.5993379,213.0833919,False
RE22,29,8.124242439,7.108046207,4.785606141,,255.6097857,211.360168,False
RE22,30,11.26929955,11.79460183,21.41823654,,476.7357431,23.33515917,False
RE22,31,0.4545767859,19.58897354,19.00282475,,236.2834987,171.715203,False
RE22,32,3.872784805,18.61092313,34.82523661,,505.007881,48.92496618,False
RE22,33,10.23095097,10.90787771,1.240936706,,310.0595915,242.0485785,False
RE22,34,9.225959343,11.70480268,0.6749635739,,269.3401893,227.4533554,False
RE22,35,1.186208499,5.914083754,19.11339638,,103.1029362,158.947293,True
RE22,36,6.992084706,12.98382985,27.05997747,,419.8392859,17.71951969,False
RE22,37,3.345583646,5.68668307,31.72652365,,208.5052109,89.2081334,False
RE22,38,11.36883316,18.12927847,17.78878931,,518.662749,35.44632139,False
RE22,39,1.91705265,17.14777247,17.3633042,,233.3291938,149.2648071,False
RE22,40,8.778049688,2.133208658,6.382665905,,263.6553349,398.3554953,False
RE22,41,11.56790898,9.631092462,27.55078356,,507.5964863,0,False
RE22,42,9.330477975,8.52153288,31.80880161,,441.3478493,0,False
RE22,43,12.11134993,13.3216176,18.22115623,,498.4411653,44.95759298,False
RE22,44,5.588340889,6.405758479,5.678625499,,184.4075421,185.5238604,False
RE22,45,8.918079741,9.722632073,30.11620792,,440.2852854,0,False
RE22,46,13.91718908,4.918092607,26.62729648,,490.173306,116.8937843,False
RE22,47,11.64114936,18.91408893,26.5455055,,649.640431,0,False
RE22,48,6.098701881,13.38805224,39.73498896,,500.2884648,0,False
RE22,49,8.955683747,5.93023141,29.07278188,,368.0449946,24.89845358,False
RE22,50,5.698962226,7.721236695,16.62856953,,245.2038727,117.6613037,False
RE22,51,8.814434878,5.50567453,38.72302512,,383.4038239,3.033293542,False
RE22,52,8.003719288,13.7113366,13.68652204,,347.7963063,106.6122542,False
RE22,53,10.80472555,18.05572232,3.996208295,,366.6926564,187.87763,False
RE22,54,13.74974309,6.70415547,17.03222487,,480.1120101,167.686209,False
RE22,55,13.45332183,1.414902881,35.00880504,,411.9204355,669.5187046,False
RE22,56,0.7716361834,1.843314309,29.60843444,,55.97259053,171.2908214,True
RE22,57,0.4399426573,5.525276391,30.95927734,,115.5711385,168.2521532,False
RE22,58,9.935352912,18.23279582,13.78613126,,444.8158299,84.56224149,False
RE22,59,8.261792575,8.733674738,25.0398778,,378.1740889,32.15665991,False
RE22,60,9.565977212,11.7966023,10.14244716,,350.4998493,142.7773774,False
RE22,61,12.89244966,19.7176037,7.388228455,,469.6068964,150.2498793,False
RE22,62,7.474904572,5.210423238,23.51692559,,285.1998814,88.14931499,False
RE22,63,5.620042156,15.20897832,3.661019509,,195.9902198,175.307432,False
RE22,64,2.419784742,14.15844746,22.76108747,,263.9169966,128.5201758,False
RE22,65,12.54349072,9.652337062,4.730565967,,409.5966103,253.932538,False
RE22,66,11.26280293,11.13700579,22.37675682,,474.6900422,17.47064829,False
RE22,67,13.04185523,14.31794684,6.698769013,,439.7475712,184.2150567,False
RE22,68,11.07201827,6.353066895,30.94927417,,443.1376855,0.8715486041,False
RE22,69,14.65872387,13.94516922,25.32782261,,652.9204634,0,False
RE22,70,13.84900285,14.79445765,36.93312943,,739.4433716,0,False
RE22,71,4.184819204,1.491189118,8.055324446,,130.6872073,239.0706543,False
RE22,72,13.78402837,4.942233128,2.595439354,,419.2963598,450.4199167,False
RE22,73,3.918923435,9.188835654,39.91848265,,336.212626,35.80014052,False
RE22,74,6.841678057,3.107520349,16.7924654,,225.3497568,178.9997361,False
RE22,75,14.21913801,7.598699419,5.980741458,,438.867514,295.7853415,False
RE22,76,10.06583539,19.14434525,20.69056999,,531.6644492,13.49787567,False
RE22,77,7.82316053,12.42132785,24.11524451,,409.046015,29.78733216,False
RE22,78,7.259494386,8.88410491,10.09394535,,265.4854017,152.4584049,False
RE22,79,5.176191341,12.71885503,16.85943779,,283.8916471,107.9364795,False
RE22,80,4.006211684,7.239332418,25.32878629,,227.6181022,95.78035383,False
RE22,81,12.22583561,16.66854262,15.86828542,,511.5007151,56.40345359,False
RE22,82,13.13228293,16.1537331,25.65517304,,630.8560908,0,False
RE22,83,8.476026964,7.502679337,19.14446525,,333.1408703,91.93138419,False
RE22,84,6.780323115,0.831984162,28.04591764,,208.0402556,429.5862051,False
RE22,85,5.365332675,0.6964979663,32.59920086,,172.3831663,370.606892,False
RE22,86,1.939586855,11.2393041,7.838112827,,111.6569602,167.0766138,False
RE22,87,2.778164328,5.310724965,28.40899881,,172.5494275,113.4256946,False
RE22,88,8.080680817,4.905267242,31.30095474,,327.3237288,32.89354034,True
RE22,89,14.37267388,17.57340709,11.23286538,,530.0398297,109.0100081,False
RE22,90,3.22693514,12.27381794,39.69119195,,385.2014784,60.86879104,False
RE22,91,1.861347241,13.04834535,16.79011323,,186.1339176,150.8212246,False
RE22,92,6.634178917,18.03891165,34.41319551,,566.505956,0,False
RE22,93,12.63438157,1.726336273,29.18142001,,412.4261663,570.7644271,False
RE22,94,12.72088542,9.573145285,12.87667137,,456.1621475,149.1534824,False
RE22,95,7.594194041,8.978215351,37.05436528,,428.9292427,0.1271415127,False
RE22,96,4.179979656,9.890571524,39.06252479,,355.2904172,29.73289794,False
RE22,97,2.084765484,5.55233749,27.88375345,,151.6920058,130.8269056,True
RE22,98,3.667793111,3.752843322,37.77489236,,194.4259515,74.06545326,True
RE22,99,11.30653215,16.60481369,9.620269616,,421.0096708,130.5816706,False
RE22,100,6.142262715,8.13261866,33.22535937,,343.2295065,11.50760039,True
RE22,101,9.757425527,4.620255265,38.06871146,,399.5322987,4.239525584,False
RE22,102,3.193567337,3.45099066,3.948984171,,101.0807445,189.9027878,False
RE22,103,1.181747486,2.637743385,5.94449012,,44.68802369,177.0893122,True
RE22,104,7.772212023,9.786570731,12.55044731,,303.0155042,130.1925477,False
RE22,105,5.252870714,18.09419209,32.38679603,,506.839745,20.91532142,False
RE22,106,7.896097741,0.5060394355,18.23049343,,237.7952092,1021.964878,False
RE22,107,14.91976471,14.89617465,2.743969759,,465.5247917,255.6741401,False
RE22,108,8.731577074,5.798698679,27.23047367,,350.226787,44.79558092,False
RE22,109,0.3732481901,7.716183774,5.980716508,,39.4489846,177.7681036,True
RE22,110,9.322711679,8.032428175,13.4778063,,343.6677066,138.7730368,False
RE22,111,4.630404407,3.940879091,1.331743554,,139.8589442,216.2471714,False
RE22,112,1.685984064,13.6347373,15.2150918,,176.2162678,154.97871,False
RE22,113,3.965847624,2.482775197,36.82445748,,171.2801098,93.86260331,True
RE22,114,8.958370306,0.5495268452,18.67926573,,270.7588548,1182.013535,False
RE22,115,10.85629943,15.87026652,3.71120582,,358.7386953,198.1508559,False
RE22,116,3.165656447,16.20792734,28.53107772,,370.3617808,94.60727827,False
RE22,117,7.957825222,9.623119382,20.64898615,,354.4245953,66.25088942,False
RE22,118,12.85666858,11.59926934,13.67049071,,477.3406223,114.9816676,False
RE22,119,4.831775478,6.432436729,4.540271735,,159.8190064,186.19435,False
RE22,120,1.158083096,19.03889554,34.39855836,,428.2263356,139.3067639,False
RE22,121,12.19831504,3.972337304,19.16230883,,398.4714925,231.2753811,False
RE22,122,6.51385795,7.434943834,19.46312617,,280.8643499,96.86134246,False
RE22,123,13.57980505,4.418560884,1.79904552,,416.3695153,497.9250771,False
RE22,124,8.316372285,9.470057208,22.39986136,,374.2367811,49.47350916,False
RE22,125,1.17877986,0.9129201009,8.860901422,,40.13357701,187.2738753,False
RE22,126,14.77602509,0.6327817453,12.25920439,,445.6544405,2761.841335,False
RE22,127,4.726858124,6.318201468,22.37187681,,224.166015,101.4630564,False
